image_path	question	answer	gt
V: ['/content/data/coco/val2014/COCO_val2014_000000276693.jpg']	Is there a cup in the image?	No, there is no cup in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000276693.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000276693.jpg']	Is there a sandwich in the image?	No, there is no sandwich in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000276693.jpg']	Is there a skis in the image?	Yes, there are skis visible in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000276693.jpg']	Is there a keyboard in the image?	No, there is no keyboard in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000356424.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000356424.jpg']	Is there an oven in the image?	No, there is no oven in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000356424.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000356424.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000356424.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000356424.jpg']	Is there a laptop in the image?	No, there is no laptop in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000505335.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000505335.jpg']	Is there a microwave in the image?	No, there is no microwave	No
V: ['/content/data/coco/val2014/COCO_val2014_000000505335.jpg']	Is there a bottle in the image?	Yes, there is a man holding a	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000505335.jpg']	Is there a carrot in the image?	No, there is no carrot in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000505335.jpg']	Is there an umbrella in the image?	Yes, there is an umbrella	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000505335.jpg']	Is there a skateboard in the image?	No, there is no skateboard	No
V: ['/content/data/coco/val2014/COCO_val2014_000000172342.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000172342.jpg']	Is there a surfboard in the image?	Yes, there is a surfboard	No
V: ['/content/data/coco/val2014/COCO_val2014_000000172342.jpg']	Is there a spoon in the image?	Yes, there is a spoon in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000172342.jpg']	Is there a vase in the image?	No, there is no vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000172342.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000172342.jpg']	Is there a pizza in the image?	No, there is no pizza in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000384970.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000384970.jpg']	Is there a mouse in the image?	No, there is no mouse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000384970.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000384970.jpg']	Is there a dog in the image?	No, there is no dog in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000384970.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000384970.jpg']	Is there a microwave in the image?	No, there is no microwave	No
V: ['/content/data/coco/val2014/COCO_val2014_000000572260.jpg']	Is there a wine glass in the image?	No, there is no wine glass in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000572260.jpg']	Is there a vase in the image?	Yes, there is a vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000572260.jpg']	Is there a teddy bear in the image?	Yes, there is a teddy bear	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000572260.jpg']	Is there a train in the image?	Yes, there is a toy train	No
V: ['/content/data/coco/val2014/COCO_val2014_000000572260.jpg']	Is there an apple in the image?	No, there is no apple in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000572260.jpg']	Is there a zebra in the image?	No, there is no zebra	No
V: ['/content/data/coco/val2014/COCO_val2014_000000418471.jpg']	Is there a person in the image?	Yes, there is a woman standing behind	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000418471.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000418471.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000418471.jpg']	Is there a suitcase in the image?	No, there is no suitcase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000418471.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000418471.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000379404.jpg']	Is there a banana in the image?	Yes, there is a banana in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000379404.jpg']	Is there a stop sign in the image?	No, there is no stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000379404.jpg']	Is there a sandwich in the image?	Yes, there is a sandwich in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000379404.jpg']	Is there an orange in the image?	No, there is no orange in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000379404.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000379404.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000044801.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000044801.jpg']	Is there a remote in the image?	No, there is no remote in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000044801.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000044801.jpg']	Is there a giraffe in the image?	No, there is no giraffe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000044801.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000044801.jpg']	Is there a banana in the image?	No, there is no banana in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000293564.jpg']	Is there a person in the image?	Yes, there is a woman in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000293564.jpg']	Is there a knife in the image?	Yes, there is a knife in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000293564.jpg']	Is there a surfboard in the image?	Yes, there is a surfboard	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000293564.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000293564.jpg']	Is there an umbrella in the image?	Yes, there is an umbrella	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000293564.jpg']	Is there a sink in the image?	No, there is no sink in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000452297.jpg']	Is there a banana in the image?	Yes, there is a banana in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000452297.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000452297.jpg']	Is there a spoon in the image?	Yes, there is a spoon in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000452297.jpg']	Is there an orange in the image?	No, there is no orange in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000452297.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000452297.jpg']	Is there a backpack in the image?	No, there is no backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000543393.jpg']	Is there a fire hydrant in the image?	Yes, there is a fire hydrant	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000543393.jpg']	Is there a zebra in the image?	No, there is no zebra	No
V: ['/content/data/coco/val2014/COCO_val2014_000000543393.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000543393.jpg']	Is there a scissors in the image?	No, there are no scissors	No
V: ['/content/data/coco/val2014/COCO_val2014_000000543393.jpg']	Is there a stop sign in the image?	Yes, there is a stop sign in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000543393.jpg']	Is there a hot dog in the image?	No, there is no hot dog in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000172648.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000172648.jpg']	Is there a skateboard in the image?	No, there is no skateboard	No
V: ['/content/data/coco/val2014/COCO_val2014_000000172648.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000172648.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000172648.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000172648.jpg']	Is there a dining table in the image?	No, there is no dining table	No
V: ['/content/data/coco/val2014/COCO_val2014_000000308907.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000308907.jpg']	Is there a stop sign in the image?	Yes, there is a stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000308907.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000308907.jpg']	Is there a parking meter in the image?	Yes, there is a parking meter	No
V: ['/content/data/coco/val2014/COCO_val2014_000000308907.jpg']	Is there a bicycle in the image?	Yes, there is a bicycle	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000308907.jpg']	Is there a suitcase in the image?	Yes, there is a suitcase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000263594.jpg']	Is there a bird in the image?	Yes, there is a bird in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000263594.jpg']	Is there a chair in the image?	No, there is no chair in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000263594.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000263594.jpg']	Is there a kite in the image?	No, there is no kite in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000263594.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000263594.jpg']	Is there a tv in the image?	No, there is no TV in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000501294.jpg']	Is there a tv in the image?	Yes, there is a television in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000501294.jpg']	Is there a fork in the image?	No, there is no fork in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000501294.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000501294.jpg']	Is there a dining table in the image?	Yes, there is a dining table	No
V: ['/content/data/coco/val2014/COCO_val2014_000000501294.jpg']	Is there a couch in the image?	Yes, there is a couch in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000501294.jpg']	Is there a frisbee in the image?	No, there is no frisbe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000500680.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000500680.jpg']	Is there an orange in the image?	Yes, there is an orange in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000500680.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000500680.jpg']	Is there a sink in the image?	No, there is no sink in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000500680.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000500680.jpg']	Is there a sheep in the image?	No, there is no sheep in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000091954.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000091954.jpg']	Is there an apple in the image?	No, there is no apple in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000091954.jpg']	Is there a train in the image?	Yes, there is a train in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000091954.jpg']	Is there a potted plant in the image?	Yes, there is a potted plant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000091954.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000091954.jpg']	Is there a backpack in the image?	No, there is no backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000454607.jpg']	Is there a book in the image?	Yes, there is a book in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000454607.jpg']	Is there a kite in the image?	No, there is no kite in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000454607.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000454607.jpg']	Is there a dining table in the image?	Yes, there is a dining table	No
V: ['/content/data/coco/val2014/COCO_val2014_000000454607.jpg']	Is there a cell phone in the image?	Yes, there is a cell phone in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000454607.jpg']	Is there a handbag in the image?	No, there is no handbag in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000363908.jpg']	Is there a baseball glove in the image?	Yes, there is a baseball glove	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000363908.jpg']	Is there a knife in the image?	No, there is no knife in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000363908.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000363908.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000363908.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000363908.jpg']	Is there a giraffe in the image?	No, there is no giraffe	No
